frame	position	phase	lumen_area	lumen_circumf	longest_distance	shortest_distance	elliptic_ratio	vector_length	vector_angle	measurement_1	measurement_2	pullback_speed	pullback_start_frame	frame_rate
348	5.72	-	13.49	13.04	4.18	4.12	1.02	0.31	306.38					
349	5.74	-	12.28	12.44	4.07	3.85	1.06	0.27	347.36					
350	5.75	-	13.51	13.03	4.22	4.08	1.03	0.42	336.13					
351	5.77	-	14.97	13.74	4.57	4.23	1.08	0.40	20.78					
352	5.79	-	15.05	13.78	4.50	4.31	1.04	0.68	68.45					
353	5.80	-	14.49	13.53	4.56	4.06	1.12	0.85	80.46					
354	5.82	-	14.85	13.69	4.56	4.14	1.10	1.02	77.05					
355	5.84	-	14.62	13.57	4.43	4.25	1.04	1.08	88.82					
356	5.85	-	14.58	13.56	4.49	4.19	1.07	1.10	66.73					
357	5.87	-	13.69	13.17	4.25	4.12	1.03	0.71	40.21					
358	5.88	-	14.84	13.67	4.49	4.24	1.06	0.60	322.43					
359	5.90	-	14.97	13.72	4.40	4.33	1.02	0.61	308.88					
360	5.92	-	14.75	13.62	4.41	4.25	1.04	0.50	306.84					
361	5.93	-	13.83	13.19	4.32	4.05	1.07	0.25	325.21					
362	5.95	-	12.49	12.54	4.11	3.84	1.07	0.31	358.25					
363	5.97	-	13.36	12.98	4.30	4.00	1.07	0.26	334.37					
364	5.98	-	14.28	13.42	4.48	4.14	1.08	0.50	77.14					
365	6.00	-	14.65	13.60	4.56	4.17	1.09	0.93	99.48					
366	6.02	-	14.76	13.64	4.51	4.18	1.08	1.10	92.49					
367	6.03	-	14.69	13.61	4.47	4.14	1.08	1.09	93.70					
368	6.05	-	14.06	13.31	4.38	4.13	1.06	1.15	87.05					
369	6.07	-	12.60	12.65	4.25	3.71	1.15	1.00	70.99					
370	6.08	-	13.78	13.20	4.26	4.11	1.04	0.40	330.78					
371	6.10	-	15.16	13.82	4.54	4.29	1.06	0.45	308.67					
372	6.12	-	14.98	13.73	4.43	4.28	1.03	0.33	304.67					
373	6.13	-	14.32	13.42	4.37	4.18	1.05	0.27	300.19					
374	6.15	-	12.81	12.70	4.18	3.91	1.07	0.20	2.06					
